Using downloaded and verified file: ./data/organamnist/organamnist.npz
Using downloaded and verified file: ./data/organamnist/organamnist.npz
Taskcla:  [(0, 3), (1, 3), (2, 3), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time=  5.8s | Valid: time=  3.3s loss=0.848, TAw acc= 64.1% | *
 Epoch: 73 | Train: time= 10.7s | Valid: time=  3.9s loss=0.012, TAw acc= 99.7% |
 Epoch: 74 | Train: time= 10.8s | Valid: time=  4.1s loss=0.001, TAw acc=100.0% |
 Epoch: 75 | Train: time= 10.8s | Valid: time=  3.6s loss=0.001, TAw acc=100.0% |
 Epoch: 76 | Train: time= 10.3s | Valid: time=  3.5s loss=0.005, TAw acc= 99.9% |
 Epoch: 77 | Train: time= 10.7s | Valid: time=  3.6s loss=0.017, TAw acc= 99.6% |
 Epoch: 78 | Train: time= 10.7s | Valid: time=  3.5s loss=0.002, TAw acc= 99.9% |
 Epoch: 79 | Train: time= 10.5s | Valid: time=  3.5s loss=0.003, TAw acc= 99.9% |
 Epoch: 80 | Train: time= 10.5s | Valid: time=  3.5s loss=0.001, TAw acc=100.0% |
 Epoch: 81 | Train: time= 10.4s | Valid: time=  3.5s loss=0.005, TAw acc= 99.9% |
 Epoch: 82 | Train: time= 10.4s | Valid: time=  4.3s loss=0.016, TAw acc= 99.5% |
 Epoch: 83 | Train: time= 10.7s | Valid: time=  3.5s loss=0.001, TAw acc=100.0% |
 Epoch: 84 | Train: time= 10.9s | Valid: time=  3.7s loss=0.004, TAw acc= 99.9% |
 Epoch: 85 | Train: time= 10.8s | Valid: time=  3.5s loss=0.005, TAw acc= 99.9% |
num_cls : 9
num_exemplars:  600
original_exemplars_per_class:  67
--------------------------------------------------
--------------------------------------------------
| Selected 201 train exemplars, time= 30.9s
| Constructed 401 exemplars
Final memory length:  201
self.logits length and one shape:  201 (9,)
Previous classes:  [0 1 2 3 4 5 6 7 8]
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=17.247 | TAw acc= 28.3%, forg= 68.2%| TAg acc=:  0.0%, forg= 96.4% <<<
>>> Test on task  1 : loss=8.289 | TAw acc= 60.4%, forg= 30.7%| TAg acc=:  0.2%, forg= 90.9% <<<
>>> Test on task  2 : loss=0.031 | TAw acc= 99.4%, forg=  0.0%| TAg acc=: 99.4%, forg=  0.0% <<<
Save at ./results/ACCV_2024_rebuttal/der/organa/organamnist_der_split_dp_fixd_csl_3
************************************************************************************************************
Task  3
************************************************************************************************************
 Epoch: 1 | Train: time=  8.8s | Valid: time=  4.5s loss=3.089, TAw acc= 88.7% | *
 Epoch: 2 | Train: time=  9.0s | Valid: time=  3.3s loss=0.600, TAw acc= 94.5% | *
 Epoch: 3 | Train: time=  7.6s | Valid: time=  3.2s loss=0.399, TAw acc= 93.7% | *
 Epoch: 4 | Train: time=  7.6s | Valid: time=  3.3s loss=0.133, TAw acc= 97.6% | *
 Epoch: 5 | Train: time=  7.4s | Valid: time=  3.3s loss=0.141, TAw acc= 97.3% |
 Epoch: 6 | Train: time=  6.9s | Valid: time=  3.2s loss=0.138, TAw acc= 96.8% |
 Epoch: 7 | Train: time=  7.4s | Valid: time=  3.1s loss=0.081, TAw acc= 97.4% | *
 Epoch: 8 | Train: time=  7.7s | Valid: time=  3.1s loss=0.089, TAw acc= 98.3% |
 Epoch: 9 | Train: time=  7.6s | Valid: time=  3.2s loss=0.058, TAw acc= 99.1% | *
 Epoch: 10 | Train: time=  7.4s | Valid: time=  3.2s loss=0.062, TAw acc= 98.8% |
 Epoch: 11 | Train: time=  7.4s | Valid: time=  3.4s loss=0.085, TAw acc= 97.7% |
 Epoch: 12 | Train: time=  7.7s | Valid: time=  3.2s loss=0.056, TAw acc= 98.3% | *
 Epoch: 13 | Train: time=  8.3s | Valid: time=  3.2s loss=0.053, TAw acc= 98.8% | *
 Epoch: 14 | Train: time=  7.6s | Valid: time=  3.2s loss=0.091, TAw acc= 98.2% |
 Epoch: 15 | Train: time=  7.6s | Valid: time=  3.7s loss=0.069, TAw acc= 98.2% |
 Epoch: 16 | Train: time=  7.6s | Valid: time=  3.5s loss=0.060, TAw acc= 98.5% |
 Epoch: 17 | Train: time=  7.2s | Valid: time=  3.3s loss=0.046, TAw acc= 98.5% | *
 Epoch: 18 | Train: time=  7.2s | Valid: time=  3.3s loss=0.059, TAw acc= 98.0% |
 Epoch: 19 | Train: time=  7.5s | Valid: time=  3.3s loss=0.045, TAw acc= 98.6% | *
 Epoch: 20 | Train: time=  8.0s | Valid: time=  3.2s loss=0.031, TAw acc= 99.1% | *
 Epoch: 21 | Train: time=  7.6s | Valid: time=  3.3s loss=0.057, TAw acc= 98.5% |
 Epoch: 22 | Train: time=  7.6s | Valid: time=  3.2s loss=0.066, TAw acc= 97.9% |
 Epoch: 23 | Train: time=  7.8s | Valid: time=  3.3s loss=0.036, TAw acc= 98.9% |
 Epoch: 24 | Train: time=  7.5s | Valid: time=  3.1s loss=0.076, TAw acc= 97.0% |
 Epoch: 25 | Train: time=  7.9s | Valid: time=  3.7s loss=0.056, TAw acc= 98.2% |
 Epoch: 26 | Train: time=  7.7s | Valid: time=  3.4s loss=0.040, TAw acc= 98.5% |
 Epoch: 27 | Train: time=  7.7s | Valid: time=  3.6s loss=0.070, TAw acc= 97.1% |
 Epoch: 28 | Train: time=  7.5s | Valid: time=  3.8s loss=0.034, TAw acc= 99.2% |
 Epoch: 29 | Train: time=  7.4s | Valid: time=  3.2s loss=0.026, TAw acc= 99.1% | *
 Epoch: 30 | Train: time=  7.4s | Valid: time=  3.2s loss=0.024, TAw acc= 99.4% | *
 Epoch: 31 | Train: time=  7.4s | Valid: time=  4.4s loss=0.027, TAw acc= 98.8% |
 Epoch: 32 | Train: time=  7.8s | Valid: time=  3.2s loss=0.022, TAw acc= 98.9% | *
 Epoch: 33 | Train: time=  7.5s | Valid: time=  3.2s loss=0.035, TAw acc= 98.9% |
 Epoch: 34 | Train: time=  7.5s | Valid: time=  4.1s loss=0.037, TAw acc= 98.9% |
 Epoch: 35 | Train: time=  7.4s | Valid: time=  3.6s loss=0.030, TAw acc= 98.8% |
 Epoch: 36 | Train: time=  8.8s | Valid: time=  4.4s loss=0.023, TAw acc= 98.9% |
 Epoch: 37 | Train: time=  8.9s | Valid: time=  4.5s loss=0.027, TAw acc= 99.2% |
 Epoch: 38 | Train: time=  9.0s | Valid: time=  4.5s loss=0.032, TAw acc= 98.6% |
 Epoch: 39 | Train: time=  8.7s | Valid: time=  4.0s loss=0.022, TAw acc= 99.4% | *
 Epoch: 40 | Train: time=  8.3s | Valid: time=  4.5s loss=0.130, TAw acc= 95.6% |
 Epoch: 41 | Train: time=  8.0s | Valid: time=  3.6s loss=0.022, TAw acc= 99.5% |
 Epoch: 42 | Train: time=  7.1s | Valid: time=  3.5s loss=0.026, TAw acc= 99.1% |
 Epoch: 43 | Train: time=  7.7s | Valid: time=  3.3s loss=0.021, TAw acc= 99.4% | *
 Epoch: 44 | Train: time=  7.5s | Valid: time=  3.3s loss=0.060, TAw acc= 98.2% |
 Epoch: 45 | Train: time=  7.6s | Valid: time=  3.2s loss=0.019, TAw acc= 99.4% | *
 Epoch: 46 | Train: time=  8.5s | Valid: time=  4.5s loss=0.066, TAw acc= 97.9% |
 Epoch: 47 | Train: time=  8.8s | Valid: time=  4.4s loss=0.016, TAw acc= 99.4% | *
 Epoch: 48 | Train: time=  8.5s | Valid: time=  3.4s loss=0.017, TAw acc= 99.2% |
 Epoch: 49 | Train: time=  7.6s | Valid: time=  3.2s loss=0.035, TAw acc= 98.5% |
 Epoch: 50 | Train: time=  7.6s | Valid: time=  3.1s loss=0.044, TAw acc= 98.3% |
 Epoch: 51 | Train: time=  8.1s | Valid: time=  3.3s loss=0.017, TAw acc= 99.4% |
 Epoch: 52 | Train: time=  7.6s | Valid: time=  3.2s loss=0.023, TAw acc= 99.2% |
 Epoch: 53 | Train: time=  7.1s | Valid: time=  3.2s loss=0.015, TAw acc= 99.6% | *
 Epoch: 54 | Train: time=  7.2s | Valid: time=  3.2s loss=0.020, TAw acc= 99.1% |
 Epoch: 55 | Train: time=  7.7s | Valid: time=  3.3s loss=0.015, TAw acc= 99.7% | *
 Epoch: 56 | Train: time=  7.4s | Valid: time=  3.4s loss=0.018, TAw acc= 99.4% |
 Epoch: 57 | Train: time=  7.3s | Valid: time=  3.3s loss=0.016, TAw acc= 99.4% |
 Epoch: 58 | Train: time=  8.5s | Valid: time=  3.7s loss=0.026, TAw acc= 98.9% |
 Epoch: 59 | Train: time=  7.8s | Valid: time=  3.1s loss=0.014, TAw acc= 99.5% | *
 Epoch: 60 | Train: time=  7.4s | Valid: time=  3.9s loss=0.020, TAw acc= 99.2% |
 Epoch: 61 | Train: time=  7.7s | Valid: time=  3.3s loss=0.019, TAw acc= 99.2% |
 Epoch: 62 | Train: time=  8.3s | Valid: time=  3.2s loss=0.008, TAw acc= 99.7% | *
 Epoch: 63 | Train: time=  7.3s | Valid: time=  3.2s loss=0.008, TAw acc= 99.8% | *
 Epoch: 64 | Train: time=  7.5s | Valid: time=  4.5s loss=0.022, TAw acc= 99.1% |
 Epoch: 65 | Train: time=  7.4s | Valid: time=  3.2s loss=0.017, TAw acc= 99.1% |
 Epoch: 66 | Train: time=  7.3s | Valid: time=  3.3s loss=0.013, TAw acc= 99.7% |
 Epoch: 67 | Train: time=  7.6s | Valid: time=  3.2s loss=0.024, TAw acc= 99.2% |
 Epoch: 68 | Train: time=  7.6s | Valid: time=  3.3s loss=0.014, TAw acc= 99.5% |
 Epoch: 69 | Train: time=  8.8s | Valid: time=  4.5s loss=0.018, TAw acc= 99.4% |
 Epoch: 70 | Train: time=  8.9s | Valid: time=  3.5s loss=0.019, TAw acc= 99.6% |
 Epoch: 71 | Train: time=  7.5s | Valid: time=  3.5s loss=0.017, TAw acc= 99.2% |
 Epoch: 72 | Train: time=  7.6s | Valid: time=  3.2s loss=0.014, TAw acc= 99.5% |
 Epoch: 73 | Train: time=  7.2s | Valid: time=  3.2s loss=0.030, TAw acc= 98.8% |
 Epoch: 74 | Train: time=  7.6s | Valid: time=  3.1s loss=0.015, TAw acc= 99.4% |
 Epoch: 75 | Train: time=  7.5s | Valid: time=  3.4s loss=0.022, TAw acc= 99.2% |
 Epoch: 76 | Train: time=  7.2s | Valid: time=  3.1s loss=0.206, TAw acc= 94.6% |
 Epoch: 77 | Train: time=  7.6s | Valid: time=  3.2s loss=0.024, TAw acc= 99.1% |
 Epoch: 78 | Train: time=  7.3s | Valid: time=  3.4s loss=0.028, TAw acc= 99.2% |
num_cls : 11
num_exemplars:  600
original_exemplars_per_class:  55
--------------------------------------------------
--------------------------------------------------
| Selected 110 train exemplars, time= 14.6s
| Constructed 311 exemplars
Final memory length:  200
self.logits length and one shape:  200 (11,)
Previous classes:  [ 0  1  2  3  4  5  6  7  8  9 10]
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=23.861 | TAw acc= 27.0%, forg= 69.4%| TAg acc=:  0.0%, forg= 96.4% <<<
>>> Test on task  1 : loss=15.028 | TAw acc= 59.7%, forg= 31.5%| TAg acc=:  0.0%, forg= 91.1% <<<
>>> Test on task  2 : loss=5.235 | TAw acc= 96.5%, forg=  2.9%| TAg acc=:  6.2%, forg= 93.2% <<<
>>> Test on task  3 : loss=0.072 | TAw acc= 97.4%, forg=  0.0%| TAg acc=: 97.4%, forg=  0.0% <<<
Save at ./results/ACCV_2024_rebuttal/der/organa/organamnist_der_split_dp_fixd_csl_3
************************************************************************************************************
TAw Acc
	96.41%  0.00%  0.00%  0.00% 	Avg.:96.41% 
	67.51% 91.14%  0.00%  0.00% 	Avg.:79.32% 
	28.26% 60.43% 99.43%  0.00% 	Avg.:62.71% 
	26.98% 59.67% 96.51% 97.38% 	Avg.:70.13% 
TAw Acc result
96.41	79.32	62.71	70.13	
************************************************************************************************************
TAg Acc
	96.41%  0.00%  0.00%  0.00% 	Avg.:96.41% 
	 0.00% 91.14%  0.00%  0.00% 	Avg.:45.57% 
	 0.00%  0.21% 99.43%  0.00% 	Avg.:33.21% 
	 0.00%  0.00%  6.24% 97.38% 	Avg.:25.90% 
TAg Acc result
96.41	45.57	33.21	25.90	
************************************************************************************************************
TAw Forg
	 0.00%  0.00%  0.00%  0.00% 
	28.90%  0.00%  0.00%  0.00% 	Avg.:28.90% 
	68.15% 30.71%  0.00%  0.00% 	Avg.:49.43% 
	69.43% 31.47%  2.92%  0.00% 	Avg.:34.61% 
TAw Forg result
28.90	49.43	34.61	
************************************************************************************************************
TAg Forg
	 0.00%  0.00%  0.00%  0.00% 
	96.41%  0.00%  0.00%  0.00% 	Avg.:96.41% 
	96.41% 90.93%  0.00%  0.00% 	Avg.:93.67% 
	96.41% 91.14% 93.19%  0.00% 	Avg.:93.58% 
TAg Forg result
96.41	93.67	93.58	
************************************************************************************************************
[Elapsed time = 1.2 h]
Done!
