Files already downloaded and verified
Files already downloaded and verified
Classifier output dim:  100
num params: 11220132
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 17.2s | Train: skip eval | Valid: time=  0.3s loss=2.173, TAw acc=  0.0% | lr: 0.0300
| Epoch  20, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.610, TAw acc=  0.0% | lr: 0.0300
| Epoch  21, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.778, TAw acc=  0.0% | lr: 0.0300
| Epoch  22, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.675, TAw acc=  0.0% | lr: 0.0300
| Epoch  23, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.784, TAw acc=  0.0% | lr: 0.0300
| Epoch  24, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.750, TAw acc=  0.0% | lr: 0.0300
| Epoch  25, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.568, TAw acc=  0.0% | lr: 0.0300
| Epoch  26, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.572, TAw acc=  0.0% | lr: 0.0300
| Epoch  27, time= 11.0s | Train: skip eval | Valid: time=  0.3s loss=0.641, TAw acc=  0.0% | lr: 0.0300
| Epoch  28, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.740, TAw acc=  0.0% | lr: 0.0300
| Epoch  29, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.610, TAw acc=  0.0% | lr: 0.0300
| Epoch  30, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.592, TAw acc=  0.0% | lr: 0.0300
| Epoch  31, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=1.109, TAw acc=  0.0% | lr: 0.0300
| Epoch  32, time= 10.8s | Train: skip eval | Valid: time=  0.4s loss=0.744, TAw acc=  0.0% | lr: 0.0300
| Epoch  33, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.655, TAw acc=  0.0% | lr: 0.0300
| Epoch  34, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.512, TAw acc=  0.0% | lr: 0.0300
| Epoch  35, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.583, TAw acc=  0.0% | lr: 0.0300
| Epoch  36, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.774, TAw acc=  0.0% | lr: 0.0300
| Epoch  37, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.549, TAw acc=  0.0% | lr: 0.0300
| Epoch  38, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.597, TAw acc=  0.0% | lr: 0.0300
| Epoch  39, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.701, TAw acc=  0.0% | lr: 0.0300
| Epoch  40, time= 11.2s | Train: skip eval | Valid: time=  0.3s loss=0.584, TAw acc=  0.0% | lr: 0.0300
| Epoch  41, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.670, TAw acc=  0.0% | lr: 0.0300
| Epoch  42, time= 11.0s | Train: skip eval | Valid: time=  0.3s loss=0.844, TAw acc=  0.0% | lr: 0.0300
| Epoch  43, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.680, TAw acc=  0.0% | lr: 0.0300
| Epoch  44, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.592, TAw acc=  0.0% | lr: 0.0300
| Epoch  45, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.526, TAw acc=  0.0% | lr: 0.0300
| Epoch  46, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.646, TAw acc=  0.0% | lr: 0.0300
| Epoch  47, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.796, TAw acc=  0.0% | lr: 0.0300
| Epoch  48, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.695, TAw acc=  0.0% | lr: 0.0300
| Epoch  49, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.515, TAw acc=  0.0% | lr: 0.0300
| Epoch  50, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.711, TAw acc=  0.0% | lr: 0.0300
| Epoch  51, time= 11.0s | Train: skip eval | Valid: time=  0.3s loss=0.568, TAw acc=  0.0% | lr: 0.0300
| Epoch  52, time= 10.7s | Train: skip eval | Valid: time=  0.4s loss=0.536, TAw acc=  0.0% | lr: 0.0300
| Epoch  53, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.693, TAw acc=  0.0% | lr: 0.0300
| Epoch  54, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.501, TAw acc=  0.0% | lr: 0.0300
| Epoch  55, time= 11.0s | Train: skip eval | Valid: time=  0.4s loss=0.545, TAw acc=  0.0% | lr: 0.0300
| Epoch  56, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.649, TAw acc=  0.0% | lr: 0.0300
| Epoch  57, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.463, TAw acc=  0.0% | lr: 0.0300
| Epoch  58, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.559, TAw acc=  0.0% | lr: 0.0300
| Epoch  59, time= 11.1s | Train: skip eval | Valid: time=  0.3s loss=0.549, TAw acc=  0.0% | lr: 0.0300
| Epoch  60, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.482, TAw acc=  0.0% | lr: 0.0300
| Epoch  61, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.487, TAw acc=  0.0% | lr: 0.0300
| Epoch  62, time= 11.1s | Train: skip eval | Valid: time=  0.3s loss=0.487, TAw acc=  0.0% | lr: 0.0300
| Epoch  63, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.538, TAw acc=  0.0% | lr: 0.0300
| Epoch  64, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.500, TAw acc=  0.0% | lr: 0.0300
| Epoch  65, time= 10.8s | Train: skip eval | Valid: time=  0.3s loss=0.504, TAw acc=  0.0% | lr: 0.0300
| Epoch  66, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.526, TAw acc=  0.0% | lr: 0.0300
| Epoch  67, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.698, TAw acc=  0.0% | lr: 0.0300
| Epoch  68, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.487, TAw acc=  0.0% | lr: 0.0300
| Epoch  69, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.457, TAw acc=  0.0% | lr: 0.0300
| Epoch  70, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.524, TAw acc=  0.0% | lr: 0.0300
| Epoch  71, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.698, TAw acc=  0.0% | lr: 0.0300
| Epoch  72, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.468, TAw acc=  0.0% | lr: 0.0300
| Epoch  73, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.501, TAw acc=  0.0% | lr: 0.0300
| Epoch  74, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.466, TAw acc=  0.0% | lr: 0.0300
| Epoch  75, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.481, TAw acc=  0.0% | lr: 0.0300
| Epoch  76, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.493, TAw acc=  0.0% | lr: 0.0300
| Epoch  77, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.473, TAw acc=  0.0% | lr: 0.0300
| Epoch  78, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.482, TAw acc=  0.0% | lr: 0.0300
| Epoch  79, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.497, TAw acc=  0.0% | lr: 0.0300
| Epoch  80, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.491, TAw acc=  0.0% | lr: 0.0300
| Epoch  81, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.486, TAw acc=  0.0% | lr: 0.0300
| Epoch  82, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.477, TAw acc=  0.0% | lr: 0.0300
| Epoch  83, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch  84, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.463, TAw acc=  0.0% | lr: 0.0300
| Epoch  85, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.472, TAw acc=  0.0% | lr: 0.0300
| Epoch  86, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.657, TAw acc=  0.0% | lr: 0.0300
| Epoch  87, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.486, TAw acc=  0.0% | lr: 0.0300
| Epoch  88, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch  89, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.479, TAw acc=  0.0% | lr: 0.0300
| Epoch  90, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.478, TAw acc=  0.0% | lr: 0.0300
| Epoch  91, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch  92, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0300
| Epoch  93, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.474, TAw acc=  0.0% | lr: 0.0300
| Epoch  94, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.444, TAw acc=  0.0% | lr: 0.0300
| Epoch  95, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.452, TAw acc=  0.0% | lr: 0.0300
| Epoch  96, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch  97, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.459, TAw acc=  0.0% | lr: 0.0300
| Epoch  98, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.583, TAw acc=  0.0% | lr: 0.0300
| Epoch  99, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.557, TAw acc=  0.0% | lr: 0.0300
| Epoch 100, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.477, TAw acc=  0.0% | lr: 0.0300
| Epoch 101, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.475, TAw acc=  0.0% | lr: 0.0300
| Epoch 102, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.465, TAw acc=  0.0% | lr: 0.0300
| Epoch 103, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc=  0.0% | lr: 0.0300
| Epoch 104, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.505, TAw acc=  0.0% | lr: 0.0300
| Epoch 105, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.478, TAw acc=  0.0% | lr: 0.0300
| Epoch 106, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.449, TAw acc=  0.0% | lr: 0.0300
| Epoch 107, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.466, TAw acc=  0.0% | lr: 0.0300
| Epoch 108, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.450, TAw acc=  0.0% | lr: 0.0300
| Epoch 109, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.460, TAw acc=  0.0% | lr: 0.0300
| Epoch 110, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.464, TAw acc=  0.0% | lr: 0.0300
| Epoch 111, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.453, TAw acc=  0.0% | lr: 0.0300
| Epoch 112, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.450, TAw acc=  0.0% | lr: 0.0300
| Epoch 113, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc=  0.0% | lr: 0.0300
| Epoch 114, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.456, TAw acc=  0.0% | lr: 0.0300
| Epoch 115, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.471, TAw acc=  0.0% | lr: 0.0300
| Epoch 116, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch 117, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.485, TAw acc=  0.0% | lr: 0.0300
| Epoch 118, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.476, TAw acc=  0.0% | lr: 0.0300
| Epoch 119, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.463, TAw acc=  0.0% | lr: 0.0300
| Epoch 120, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.487, TAw acc=  0.0% | lr: 0.0300
| Epoch 121, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.472, TAw acc=  0.0% | lr: 0.0300
| Epoch 122, time= 10.3s | Train: skip eval | Valid: time=  0.2s loss=0.482, TAw acc=  0.0% | lr: 0.0300
| Epoch 123, time=  9.6s | Train: skip eval | Valid: time=  0.2s loss=0.453, TAw acc=  0.0% | lr: 0.0300
| Epoch 124, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.463, TAw acc=  0.0% | lr: 0.0300
| Epoch 125, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.468, TAw acc=  0.0% | lr: 0.0300
| Epoch 126, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.452, TAw acc=  0.0% | lr: 0.0300
| Epoch 127, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.437, TAw acc=  0.0% | lr: 0.0300
| Epoch 128, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.436, TAw acc=  0.0% | lr: 0.0300
| Epoch 129, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.529, TAw acc=  0.0% | lr: 0.0300
| Epoch 130, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.473, TAw acc=  0.0% | lr: 0.0300
| Epoch 131, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc=  0.0% | lr: 0.0300
| Epoch 132, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.456, TAw acc=  0.0% | lr: 0.0300
| Epoch 133, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.440, TAw acc=  0.0% | lr: 0.0300
| Epoch 134, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.464, TAw acc=  0.0% | lr: 0.0300
| Epoch 135, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.468, TAw acc=  0.0% | lr: 0.0300
| Epoch 136, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.470, TAw acc=  0.0% | lr: 0.0300
| Epoch 137, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc=  0.0% | lr: 0.0300
| Epoch 138, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.452, TAw acc=  0.0% | lr: 0.0300
| Epoch 139, time= 10.1s | Train: skip eval | Valid: time=  0.2s loss=0.448, TAw acc=  0.0% | lr: 0.0300
| Epoch 140, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.449, TAw acc=  0.0% | lr: 0.0030
| Epoch 141, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc=  0.0% | lr: 0.0030
| Epoch 142, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.453, TAw acc=  0.0% | lr: 0.0030
| Epoch 143, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.449, TAw acc=  0.0% | lr: 0.0030
| Epoch 144, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.439, TAw acc=  0.0% | lr: 0.0030
| Epoch 145, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.435, TAw acc=  0.0% | lr: 0.0030
| Epoch 146, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.460, TAw acc=  0.0% | lr: 0.0030
| Epoch 147, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.451, TAw acc=  0.0% | lr: 0.0030
| Epoch 148, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.438, TAw acc=  0.0% | lr: 0.0030
| Epoch 149, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.443, TAw acc=  0.0% | lr: 0.0030
| Epoch 150, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.433, TAw acc=  0.0% | lr: 0.0030
| Epoch 151, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.443, TAw acc=  0.0% | lr: 0.0030
| Epoch 152, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.439, TAw acc=  0.0% | lr: 0.0030
| Epoch 153, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.438, TAw acc=  0.0% | lr: 0.0030
| Epoch 154, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.440, TAw acc=  0.0% | lr: 0.0030
| Epoch 155, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.442, TAw acc=  0.0% | lr: 0.0030
| Epoch 156, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.436, TAw acc=  0.0% | lr: 0.0030
| Epoch 157, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.437, TAw acc=  0.0% | lr: 0.0030
| Epoch 158, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.442, TAw acc=  0.0% | lr: 0.0030
| Epoch 159, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.441, TAw acc=  0.0% | lr: 0.0030
| Epoch 160, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.436, TAw acc=  0.0% | lr: 0.0030
| Epoch 161, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.452, TAw acc=  0.0% | lr: 0.0030
| Epoch 162, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.438, TAw acc=  0.0% | lr: 0.0030
| Epoch 163, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc=  0.0% | lr: 0.0030
| Epoch 164, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.444, TAw acc=  0.0% | lr: 0.0030
| Epoch 165, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0030
| Epoch 166, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0030
| Epoch 167, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.439, TAw acc=  0.0% | lr: 0.0030
| Epoch 168, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.448, TAw acc=  0.0% | lr: 0.0030
| Epoch 169, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.448, TAw acc=  0.0% | lr: 0.0030
| Epoch 170, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.436, TAw acc=  0.0% | lr: 0.0030
| Epoch 171, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.450, TAw acc=  0.0% | lr: 0.0030
| Epoch 172, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.451, TAw acc=  0.0% | lr: 0.0030
| Epoch 173, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.443, TAw acc=  0.0% | lr: 0.0030
| Epoch 174, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.440, TAw acc=  0.0% | lr: 0.0030
| Epoch 175, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.461, TAw acc=  0.0% | lr: 0.0030
| Epoch 176, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.441, TAw acc=  0.0% | lr: 0.0030
| Epoch 177, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.451, TAw acc=  0.0% | lr: 0.0030
| Epoch 178, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.441, TAw acc=  0.0% | lr: 0.0030
| Epoch 179, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.447, TAw acc=  0.0% | lr: 0.0030
| Epoch 180, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.443, TAw acc=  0.0% | lr: 0.0003
| Epoch 181, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.442, TAw acc=  0.0% | lr: 0.0003
| Epoch 182, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.446, TAw acc=  0.0% | lr: 0.0003
| Epoch 183, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.441, TAw acc=  0.0% | lr: 0.0003
| Epoch 184, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.441, TAw acc=  0.0% | lr: 0.0003
| Epoch 185, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0003
| Epoch 186, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0003
| Epoch 187, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.440, TAw acc=  0.0% | lr: 0.0003
| Epoch 188, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.446, TAw acc=  0.0% | lr: 0.0003
| Epoch 189, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.453, TAw acc=  0.0% | lr: 0.0003
| Epoch 190, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.447, TAw acc=  0.0% | lr: 0.0003
| Epoch 191, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.450, TAw acc=  0.0% | lr: 0.0003
| Epoch 192, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0003
| Epoch 193, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc=  0.0% | lr: 0.0003
| Epoch 194, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.448, TAw acc=  0.0% | lr: 0.0003
| Epoch 195, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.434, TAw acc=  0.0% | lr: 0.0003
| Epoch 196, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.451, TAw acc=  0.0% | lr: 0.0003
| Epoch 197, time=  9.9s | Train: skip eval | Valid: time=  0.3s loss=0.449, TAw acc=  0.0% | lr: 0.0003
| Epoch 198, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.439, TAw acc=  0.0% | lr: 0.0003
| Epoch 199, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.450, TAw acc=  0.0% | lr: 0.0003
| Epoch 200, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.444, TAw acc=  0.0% | lr: 0.0003
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.423 | TAw acc=  0.0%, forg=  0.0%| TAg acc= 86.4%, forg=  0.0% <<<
Save at ./results/20241102_der/cifar100_reproducing_epoch200/cifar100_icarl_der_base_csl_0
************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.598, TAw acc=  0.0% | lr: 0.0300
| Epoch   2, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.492, TAw acc=  0.0% | lr: 0.0300
| Epoch   3, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.569, TAw acc=  0.0% | lr: 0.0300
| Epoch   4, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.773, TAw acc=  0.0% | lr: 0.0300
| Epoch   5, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.454, TAw acc=  0.0% | lr: 0.0300
| Epoch   6, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.273, TAw acc=  0.0% | lr: 0.0300
| Epoch   7, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.762, TAw acc=  0.0% | lr: 0.0300
| Epoch   8, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.414, TAw acc=  0.0% | lr: 0.0300
| Epoch   9, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.496, TAw acc=  0.0% | lr: 0.0300
| Epoch  10, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.421, TAw acc=  0.0% | lr: 0.0300
| Epoch  11, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.119, TAw acc=  0.0% | lr: 0.0300
| Epoch  12, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.693, TAw acc=  0.0% | lr: 0.0300
| Epoch  13, time= 10.3s | Train: skip eval | Valid: time=  0.4s loss=2.123, TAw acc=  0.0% | lr: 0.0300
| Epoch  14, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.837, TAw acc=  0.0% | lr: 0.0300
